chromosome	position	strand	gene_type	gene_name	gene_pos	unconverted	converted	ratio
5	33162206	+	pseudogene	ENSG00000240376	28	3	4	0.428571429
5	33456045	+	protein_coding	ENSG00000113407(TARS1)	15350	25	2546	0.009723843
5	36876003	-	lncRNA	ENSG00000285967(NIPBL-DT)	698	7	159	0.042168675
5	43496274	-	protein_coding	ENSG00000172244(C5orf34)	18875	17	30	0.361702128
5	44819986	+	protein_coding	ENSG00000112996(MRPS30)	11040	11	115	0.087301587
5	50441179	-	protein_coding	ENSG00000170571(EMB)	2070	5	44	0.102040816
5	59215794	-	protein_coding	ENSG00000113448(PDE4D)	1306327	7	46	0.132075472
5	61332763	+	protein_coding	ENSG00000130449(ZSWIM6)	506	7	29	0.194444444
5	62366427	+	protein_coding	ENSG00000068796(KIF2A)	60266	7	141	0.047297297
5	66159228	+	protein_coding	ENSG00000153914(SREK1)	19258	12	124	0.088235294
5	74685443	+	protein_coding	ENSG00000049860(HEXB)	45421	95	668	0.124508519
5	77785536	+	pseudogene	ENSG00000213763(ACTBP2)	656	4	10	0.285714286
5	79284384	-	pseudogene	ENSG00000213757(RPS3AP20)	535	6	11	0.352941176
5	81972209	+	protein_coding	ENSG00000152348(ATG10)	187	4	3	0.571428571
5	82276066	-	protein_coding	ENSG00000186468(RPS23)	2331	21	539	0.0375
5	87268554	+	protein_coding	ENSG00000145715(RASA1)	672	9	97	0.08490566
5	93584392	+	protein_coding	ENSG00000175745(NR2F1)	1171	14	76	0.155555556
5	93584890	+	protein_coding	ENSG00000175745(NR2F1)	1669	7	39	0.152173913
5	95794873	+	protein_coding	ENSG00000164292(RHOBTB3)	81352	100	400	0.2
5	96775946	-	protein_coding	ENSG00000164307(ERAP1)	32155	6	25	0.193548387
5	100051577	+	Other features	ENSG00000270230(MTND6P22)	.	7	116	0.056910569
5	102866172	+	protein_coding	ENSG00000145730(PAM)	112192	27	359	0.069948187
5	103025223	+	protein_coding	ENSG00000145730(PAM)	271243	18	368	0.046632124
5	113513872	+	protein_coding	ENSG00000047188(YTHDC2)	179	45	159	0.220588235
5	116051862	-	Other features	ENSG00000185641	.	19	532	0.034482759
5	128395272	-	protein_coding	ENSG00000138829(FBN2)	263914	6	64	0.085714286
5	134632739	-	protein_coding	ENSG00000152700(SAR1B)	16533	20	733	0.026560425
5	134794914	+	protein_coding	ENSG00000145833(DDX46)	36144	57	576	0.090047393
5	134925689	-	pseudogene	ENSG00000248923(MTND5P11)	771	37	3968	0.009238452
5	135343361	-	protein_coding	ENSG00000113648(MACROH2A1)	56554	480	3726	0.114122682
5	138446021	+	protein_coding	ENSG00000132563(REEP2)	6965	4	18	0.181818182
5	138506532	-	protein_coding	ENSG00000120705(ETF1)	36705	27	1897	0.014033264
5	138567657	-	protein_coding	ENSG00000113013(HSPA9)	8019	72	5680	0.012517385
5	138575264	-	protein_coding	ENSG00000113013(HSPA9)	412	67	6891	0.009629204
5	138827679	+	protein_coding	ENSG00000044115(CTNNA1)	216713	68	3492	0.019101124
5	139648763	+	protein_coding	ENSG00000171604(CXXC5)	1465	7	117	0.056451613
5	140567661	+	protein_coding	ENSG00000176087(SLC35A4)	3216	59	159	0.270642202
5	140676808	-	protein_coding	ENSG00000170445(HARS1)	14730	19	382	0.047381546
5	140677060	-	protein_coding	ENSG00000170445(HARS1)	14478	75	831	0.082781457
5	140705974	+	protein_coding	ENSG00000146007(ZMAT2)	7295	59	896	0.061780105
5	141578585	-	protein_coding	ENSG00000131504(DIAPH1)	40471	25	430	0.054945055
5	141637384	+	protein_coding	ENSG00000164620(RELL2)	435	8	14	0.363636364
5	141653855	-	protein_coding	ENSG00000120318(ARAP3)	28376	6	76	0.073170732
5	142137830	+	protein_coding	ENSG00000131507(NDFIP1)	29052	41	1164	0.034024896
5	142144615	+	protein_coding	ENSG00000131507(NDFIP1)	35837	33	966	0.033033033
5	149551001	-	protein_coding	ENSG00000113712(CSNK1A1)	471	44	490	0.082397004
5	149853897	+	protein_coding	ENSG00000155846(PPARGC1B)	123600	4	15	0.210526316
5	150115456	-	protein_coding	ENSG00000113721(PDGFRB)	40417	10	339	0.028653295
5	150125482	-	protein_coding	ENSG00000113721(PDGFRB)	30391	88	249	0.261127596
5	150375161	+	protein_coding	ENSG00000070814(TCOF1)	17533	127	772	0.141268076
5	150521002	+	protein_coding	ENSG00000070614(NDST1)	35185	12	186	0.060606061
5	150648181	+	protein_coding	ENSG00000171992(SYNPO)	47102	25	173	0.126262626
5	151122946	-	protein_coding	ENSG00000197043(ANXA6)	34870	71	1533	0.044264339
5	151746359	-	protein_coding	ENSG00000177556(ATOX1)	26174	25	1190	0.020576132
5	160427856	+	protein_coding	ENSG00000164611(PTTG1)	6002	23	529	0.041666667
5	168579351	-	protein_coding	ENSG00000120137(PANK3)	18	12	324	0.035714286
5	173164216	+	protein_coding	ENSG00000113734(BNIP1)	19775	12	175	0.064171123
5	174513793	+	lncRNA	ENSG00000249306(LINC01411)	177499	7	13	0.35
5	176389544	+	protein_coding	ENSG00000146066(HIGD2A)	794	155	2728	0.053763441
5	176507979	+	protein_coding	ENSG00000113194(FAF2)	60352	90	357	0.201342282
5	177093251	+	protein_coding	ENSG00000160867(FGFR4)	6347	5	47	0.096153846
5	177097802	+	protein_coding	ENSG00000160867(FGFR4)	10898	111	104	0.51627907
5	177331690	-	protein_coding	ENSG00000169223(LMAN2)	20151	46	634	0.067647059
5	177332242	-	protein_coding	ENSG00000169223(LMAN2)	19599	22	1718	0.012643678
5	177402701	-	protein_coding	ENSG00000131187(F12)	13883	6	7	0.461538462
5	177455797	+	protein_coding	ENSG00000131188(PRR7)	9353	26	573	0.043405676
5	177496619	-	protein_coding	ENSG00000196923(PDLIM7)	988	4	13	0.235294118
5	177513821	-	protein_coding	ENSG00000183258(DDX41)	3141	16	897	0.017524644
5	177595649	+	protein_coding	ENSG00000184840(TMED9)	3447	265	2059	0.114027539
5	178055902	+	lncRNA	ENSG00000204677(FAM153CP)	49555	7	5	0.583333333
5	179729409	+	protein_coding	ENSG00000127022(CANX)	50782	14	722	0.019021739
5	179798087	-	protein_coding	ENSG00000161013(MGAT4B)	8866	5	42	0.106382979
5	179798256	-	protein_coding	ENSG00000161013(MGAT4B)	8697	14	677	0.020260492
5	179799969	-	protein_coding	ENSG00000161013(MGAT4B)	6984	19	1628	0.011536126
5	179803367	-	protein_coding	ENSG00000161013(MGAT4B)	3586	22	7	0.75862069
5	179811580	+	protein_coding	ENSG00000161011(SQSTM1)	5183	11	141	0.072368421
5	179907872	-	protein_coding	ENSG00000197226(TBC1D9B)	26	7	24	0.225806452
5	180071465	-	protein_coding	ENSG00000113269(RNF130)	649	12	526	0.022304833
5	180575330	+	protein_coding	ENSG00000113300(CNOT6)	80952	21	268	0.07266436
5	180791907	-	protein_coding	ENSG00000131446(MGAT1)	23746	26	470	0.052419355
5	181204888	-	protein_coding	ENSG00000146054(TRIM7)	406	25	235	0.096153846
5	181234609	+	protein_coding	ENSG00000146063(TRIM41)	12111	8	221	0.034934498
5	181243834	-	protein_coding	ENSG00000204628(RACK1)	4263	71	5411	0.012951478
5	181243858	-	protein_coding	ENSG00000204628(RACK1)	4239	42	4846	0.008592471
6	1390595	+	protein_coding	ENSG00000137273(FOXF2)	1020	8	196	0.039215686
6	2953177	-	protein_coding	ENSG00000124570(SERPINB6)	18989	96	2526	0.036613272
6	3270340	-	protein_coding	ENSG00000137266(SLC22A23)	186711	10	9	0.526315789
6	3751615	-	protein_coding	ENSG00000168994(PXDC1)	99	24	289	0.076677316
6	5368920	+	protein_coding	ENSG00000145982(FARS2)	107877	13	137	0.086666667
6	7339252	-	protein_coding	ENSG00000164304(CAGE1)	50491	7	6	0.538461538
6	7541941	+	protein_coding	ENSG00000096696(DSP)	325	13	556	0.0228471
6	7862441	+	protein_coding	ENSG00000153162(BMP6)	136343	9	253	0.034351145
6	7882257	-	protein_coding	ENSG00000239264(TXNDC5)	28532	71	2504	0.027572816
6	13711745	-	protein_coding	ENSG00000010017(RANBP9)	91	10	217	0.044052863
6	13790112	-	protein_coding	ENSG00000050393(MCUR1)	24457	6	47	0.113207547
6	13925161	+	protein_coding	ENSG00000180537(RNF182)	716	8	117	0.064
6	17794275	-	protein_coding	ENSG00000137177(KIF13A)	193361	17	249	0.063909774
6	24495055	+	protein_coding	ENSG00000112294(ALDH5A1)	189	6	108	0.052631579
6	24495100	+	protein_coding	ENSG00000112294(ALDH5A1)	234	45	57	0.441176471
6	26597106	+	protein_coding	ENSG00000146109(ABT1)	154	12	521	0.022514071
6	28758388	-	Other features	.	.	6	2	0.75
6	28943647	-	Other features	.	.	5	24	0.172413793
6	29942764	+	protein_coding	ENSG00000206503(HLA-A)	1505	20	308	0.06097561
6	29945695	+	protein_coding	ENSG00000206503(HLA-A)	4436	17	713	0.023287671
6	30345377	+	protein_coding	ENSG00000248167(TRIM39-RPP21)	16471	15	1012	0.014605648
6	30586206	+	protein_coding	ENSG00000204574(ABCF1)	14814	19	1306	0.014339623
6	30730711	-	protein_coding	ENSG00000137312(FLOT1)	12022	41	2199	0.018303571
6	30898998	+	protein_coding	ENSG00000204580(DDR1)	22578	12	308	0.0375
6	31271861	-	protein_coding	ENSG00000204525(HLA-C)	270	93	1083	0.079081633
6	31635141	+	protein_coding	ENSG00000204469(PRRC2A)	14427	33	1022	0.031279621
6	31637564	+	protein_coding	ENSG00000204469(PRRC2A)	16850	9	319	0.027439024
6	31644134	-	protein_coding	ENSG00000204463(BAG6)	8572	75	323	0.188442211
6	31644160	-	protein_coding	ENSG00000204463(BAG6)	8546	25	712	0.033921303
6	31647787	-	protein_coding	ENSG00000204463(BAG6)	4919	34	1581	0.021052632
6	31728502	-	protein_coding	ENSG00000213722(DDAH2)	2116	42	328	0.113513514
6	31782352	-	protein_coding	ENSG00000204394(VARS1)	13401	16	1200	0.013157895
6	31859740	-	protein_coding	ENSG00000204386(NEU1)	3166	52	344	0.131313131
6	31960079	+	protein_coding	ENSG00000204351(SKIV2L)	964	10	379	0.025706941
6	32149549	-	protein_coding	ENSG00000204314(PRRT1)	3535	6	35	0.146341463
6	32168627	-	protein_coding	ENSG00000204310(AGPAT1)	9470	13	288	0.043189369
6	32837983	-	protein_coding	ENSG00000204267(TAP2)	757	34	149	0.18579235
6	32853166	-	protein_coding	ENSG00000168394(TAP1)	651	50	116	0.301204819
6	33193931	-	protein_coding	ENSG00000204231(RXRB)	6735	9	59	0.132352941
6	33194442	-	protein_coding	ENSG00000204231(RXRB)	6224	18	140	0.113924051
6	33293189	-	protein_coding	ENSG00000237441(RGL2)	5754	6	25	0.193548387
6	33313750	-	protein_coding	ENSG00000231925(TAPBP)	535	29	251	0.103571429
6	33452615	+	protein_coding	ENSG00000197283(SYNGAP1)	32955	8	11	0.421052632
6	33711552	-	protein_coding	ENSG00000137288(UQCC2)	176	15	739	0.019893899
6	33776966	-	protein_coding	ENSG00000161904(LEMD2)	12165	14	416	0.03255814
6	34280149	-	protein_coding	ENSG00000272325(NUDT3)	112521	5	13	0.277777778
6	35468421	+	protein_coding	ENSG00000198755(RPL10A)	21	30	3438	0.008650519
6	36855307	-	protein_coding	ENSG00000137168(PPIL1)	19497	4	19	0.173913043
6	36985919	-	protein_coding	ENSG00000137409(MTCH1)	380	18	652	0.026865672
6	37483117	-	protein_coding	ENSG00000198937(CCDC167)	16777	28	242	0.103703704
6	41099102	+	protein_coding	ENSG00000001167(NFYA)	26129	32	132	0.195121951
6	41600241	+	protein_coding	ENSG00000137166(FOXP4)	53861	4	4	0.5
6	41940454	-	protein_coding	ENSG00000112576(CCND3)	109904	24	890	0.026258206
6	42964199	-	protein_coding	ENSG00000124587(PEX6)	14983	17	86	0.165048544
6	42989628	+	protein_coding	ENSG00000112640(PPP2R5D)	5076	64	221	0.224561404
6	43048369	-	protein_coding	ENSG00000044090(CUL7)	5575	8	130	0.057971014
6	43049986	-	protein_coding	ENSG00000044090(CUL7)	3958	6	102	0.055555556
6	43188634	+	protein_coding	ENSG00000112659(CUL9)	6451	26	23	0.530612245
6	43225784	-	protein_coding	ENSG00000112667(DNPH1)	3698	41	898	0.043663472
6	43505061	+	protein_coding	ENSG00000137221(TJAP1)	27539	29	20	0.591836735
6	44249417	+	protein_coding	ENSG00000096384(HSP90AB1)	3252	183	16709	0.010833531
6	44253053	+	protein_coding	ENSG00000096384(HSP90AB1)	6888	55	6195	0.0088
6	44255267	-	protein_coding	ENSG00000157593(SLC35B2)	2624	15	481	0.030241935
6	46205144	+	pseudogene	ENSG00000229349(ACTG1P9)	416	3	4	0.428571429
6	47001332	-	protein_coding	ENSG00000153292(ADGRF1)	41019	5	0	1
6	50913152	-	pseudogene	ENSG00000230204(FTH1P5)	105	3	4	0.428571429
6	57172561	+	protein_coding	ENSG00000112208(BAG2)	236	49	242	0.16838488
6	57172562	+	protein_coding	ENSG00000112208(BAG2)	237	31	250	0.110320285
6	61574479	+	Other features	.	.	4	1	0.8
6	80672485	+	Other features	.	.	3	0	1
6	87085631	-	protein_coding	ENSG00000135346(CGA)	9476	177	3465	0.048599671
6	88890556	-	protein_coding	ENSG00000111880(RNGTT)	73063	6	73	0.075949367
6	106665888	+	protein_coding	ENSG00000130348(QRSL1)	36311	6	94	0.06
6	109791491	+	protein_coding	ENSG00000112367(FIG4)	100883	9	34	0.209302326
6	111087549	+	protein_coding	ENSG00000112394(SLC16A10)	47	7	27	0.205882353
6	111873198	-	protein_coding	ENSG00000010810(FYN)	255	90	446	0.167910448
6	117575241	-	protein_coding	ENSG00000047932(GOPC)	27302	9	227	0.038135593
6	127976925	-	protein_coding	ENSG00000152894(PTPRK)	543692	11	140	0.072847682
6	129577262	-	protein_coding	ENSG00000146376(ARHGAP18)	132916	42	771	0.051660517
6	138690425	+	Other features	ENSG00000225177(NHSL1-AS1)	.	13	131	0.090277778
6	143136910	+	protein_coding	ENSG00000146416(AIG1)	76415	7	137	0.048611111
6	149843114	-	protein_coding	ENSG00000120256(LRP11)	21246	57	335	0.145408163
6	150865994	+	protein_coding	ENSG00000120254(MTHFD1L)	316	21	306	0.064220183
6	150936916	+	protein_coding	ENSG00000120254(MTHFD1L)	71238	42	497	0.077922078
6	158636621	-	protein_coding	ENSG00000146425(DYNLT1)	8123	20	1050	0.018691589
6	158765749	-	protein_coding	ENSG00000092820(EZR)	53620	10	423	0.023094688
6	158785550	-	protein_coding	ENSG00000092820(EZR)	33819	34	1651	0.020178042
6	159681481	-	protein_coding	ENSG00000291237(SOD2)	81049	10	447	0.021881838
6	159776243	+	protein_coding	ENSG00000120437(ACAT2)	14199	14	691	0.019858156
6	160048428	+	protein_coding	ENSG00000197081(IGF2R)	79347	12	261	0.043956044
6	163415113	+	protein_coding	ENSG00000112531(QKI)	1114	6	24	0.2
6	169702536	+	protein_coding	ENSG00000185127(C6orf120)	411	14	155	0.082840237
7	88054	+	Other features	ENSG00000242611	.	8	0	1
7	198277	+	protein_coding	ENSG00000177706(FAM20C)	5707	14	16	0.466666667
7	726927	+	protein_coding	ENSG00000164818(DNAAF5)	229	38	493	0.071563089
7	726928	+	protein_coding	ENSG00000164818(DNAAF5)	230	45	494	0.083487941
7	997377	-	protein_coding	ENSG00000146540(C7orf50)	140884	69	1223	0.053405573
7	997379	-	protein_coding	ENSG00000146540(C7orf50)	140882	25	1243	0.019716088
7	1160552	+	lncRNA	ENSG00000229043(ZFAND2A-DT)	179	61	43	0.586538462
7	1476798	-	protein_coding	ENSG00000164880(INTS1)	27592	9	316	0.027692308
7	1477934	-	protein_coding	ENSG00000164880(INTS1)	26456	26	311	0.077151335
7	1479582	-	protein_coding	ENSG00000164880(INTS1)	24808	45	192	0.189873418
7	1493836	-	protein_coding	ENSG00000164880(INTS1)	10554	8	239	0.032388664
7	1539954	+	protein_coding	ENSG00000198517(MAFK)	9253	15	676	0.02170767
7	1936741	-	protein_coding	ENSG00000002822(MAD1L1)	296503	8	144	0.052631579
7	2230722	-	protein_coding	ENSG00000002822(MAD1L1)	2522	6	87	0.064516129
7	2354978	+	protein_coding	ENSG00000106263(EIF3B)	893	29	2598	0.011039208
7	2433308	+	protein_coding	ENSG00000136213(CHST12)	29721	9	74	0.108433735
7	2543757	-	protein_coding	ENSG00000106009(BRAT1)	11938	24	370	0.060913706
7	2661673	+	protein_coding	ENSG00000136295(TTYH3)	29713	9	74	0.108433735
7	2663528	+	protein_coding	ENSG00000136295(TTYH3)	31568	8	246	0.031496063
7	4682511	+	protein_coding	ENSG00000164916(FOXK1)	217	11	8	0.578947368
7	4791534	+	protein_coding	ENSG00000242802(AP5Z1)	15920	46	15	0.754098361
7	5603909	+	protein_coding	ENSG00000075618(FSCN1)	11094	37	2798	0.013051146
7	5605434	+	protein_coding	ENSG00000075618(FSCN1)	12619	56	4380	0.012623986
7	6402525	+	protein_coding	ENSG00000136238(RAC1)	27999	13	83	0.135416667
7	10974236	+	protein_coding	ENSG00000106443(PHF14)	901	92	86	0.516853933
7	16685963	+	protein_coding	ENSG00000136261(BZW2)	39833	20	1116	0.017605634
7	21221004	-	pseudogene	ENSG00000225308(ASS1P11)	425	6	20	0.230769231
7	22730185	+	protein_coding	ENSG00000136244(IL6)	4302	7	20	0.259259259
7	23490645	+	pseudogene	ENSG00000232818(RPS2P32)	173	5	19	0.208333333
7	24650533	+	protein_coding	ENSG00000105926(PALS2)	77266	13	268	0.046263345
7	27097031	+	lncRNA	ENSG00000233429(HOTAIRM1)	1385	3	1	0.75
7	29923382	-	protein_coding	ENSG00000136193(SCRN1)	66908	11	114	0.088
7	30028437	+	protein_coding	ENSG00000106086(PLEKHA8)	1034	11	101	0.098214286
7	32485895	-	protein_coding	ENSG00000106355(LSM5)	9389	7	144	0.046357616
7	32957582	+	protein_coding	ENSG00000122642(FKBP9)	179	24	242	0.090225564
7	32957583	+	protein_coding	ENSG00000122642(FKBP9)	180	14	254	0.052238806
7	37951210	+	protein_coding	ENSG00000086289(EPDR1)	30571	8	198	0.038834951
7	39950479	+	protein_coding	ENSG00000065883(CDK13)	359	9	158	0.053892216
7	43647623	-	protein_coding	ENSG00000106603(COA1)	82095	28	1311	0.020911128
7	44059576	+	protein_coding	ENSG00000136279(DBNL)	14937	100	630	0.136986301
7	44080830	-	protein_coding	ENSG00000122678(POLM)	1701	14	29	0.325581395
7	44123295	-	protein_coding	ENSG00000106628(POLD2)	1064	5	54	0.084745763
7	44577396	-	Other features	.	.	5	18	0.217391304
7	44708032	+	protein_coding	ENSG00000105953(OGDH)	101461	14	821	0.016766467
7	44708521	+	protein_coding	ENSG00000105953(OGDH)	101950	20	685	0.028368794
7	44802800	+	protein_coding	ENSG00000196262(PPIA)	6121	62	598	0.093939394
7	44832457	-	protein_coding	ENSG00000105968(H2AZ2)	15631	7	142	0.046979866
7	56078426	+	protein_coding	ENSG00000129103(SUMF2)	14425	22	1312	0.016491754
7	56079825	+	protein_coding	ENSG00000129103(SUMF2)	15824	25	564	0.042444822
7	73314999	+	pseudogene	ENSG00000225005(RPL7AP77)	893	3	3	0.5
7	73683253	-	protein_coding	ENSG00000176410(DNAJC30)	201	14	133	0.095238095
7	74657877	+	protein_coding	ENSG00000263001(GTF2I)	7647	39	153	0.203125
7	75066792	-	protein_coding	ENSG00000274523(RCC1L)	7437	39	795	0.04676259
7	75073532	-	protein_coding	ENSG00000274523(RCC1L)	697	63	187	0.252
7	76005279	-	protein_coding	ENSG00000127952(STYXL1)	42726	57	109	0.343373494
7	76064815	+	protein_coding	ENSG00000146701(MDH2)	16765	60	1865	0.031168831
7	98386082	-	protein_coding	ENSG00000006453(BAIAP2L1)	15009	4	18	0.181818182
7	98400910	-	protein_coding	ENSG00000006453(BAIAP2L1)	181	10	302	0.032051282
7	99396673	-	protein_coding	ENSG00000106244(PDAP1)	11925	40	1911	0.020502307
7	99466148	-	protein_coding	ENSG00000248919(ATP5MF-PTCD1)	50	43	3272	0.012971342
7	99558687	+	protein_coding	ENSG00000197343(ZNF655)	282	12	82	0.127659574
7	100101347	-	protein_coding	ENSG00000166508(MCM7)	594	41	1739	0.023033708
7	100430191	+	protein_coding	ENSG00000146834(MEPCE)	1870	9	177	0.048387097
7	100656365	-	protein_coding	ENSG00000077080(ACTL6B)	84	5	0	1
7	100656376	-	protein_coding	ENSG00000077080(ACTL6B)	73	5	0	1
7	100683125	-	protein_coding	ENSG00000146830(GIGYF1)	11126	6	98	0.057692308
7	100827208	-	protein_coding	ENSG00000196411(EPHB4)	316	50	195	0.204081633
7	100827375	-	protein_coding	ENSG00000196411(EPHB4)	149	9	50	0.152542373
7	100868683	+	protein_coding	ENSG00000087077(TRIP6)	1297	38	306	0.110465116
7	100881346	+	protein_coding	ENSG00000087087(SRRT)	6244	243	295	0.451672862
7	100882207	+	protein_coding	ENSG00000087087(SRRT)	7105	24	783	0.029739777
7	100888302	+	protein_coding	ENSG00000087087(SRRT)	13200	9	312	0.028037383
7	100888365	+	protein_coding	ENSG00000087087(SRRT)	13263	12	259	0.044280443
7	101206390	-	protein_coding	ENSG00000106397(PLOD3)	12031	67	340	0.164619165
7	101212316	-	protein_coding	ENSG00000106397(PLOD3)	6105	79	414	0.160243408
7	101816834	+	protein_coding	ENSG00000257923(CUX1)	931	10	12	0.454545455
7	101817196	+	protein_coding	ENSG00000257923(CUX1)	1293	12	24	0.333333333
7	102178565	+	protein_coding	ENSG00000257923(CUX1)	362662	20	249	0.074349442
7	102281854	+	protein_coding	ENSG00000257923(CUX1)	465951	6	87	0.064516129
7	102283095	+	protein_coding	ENSG00000257923(CUX1)	467192	9	137	0.061643836
7	107986264	-	protein_coding	ENSG00000091136(LAMB1)	16950	78	298	0.207446809
7	127585405	-	protein_coding	ENSG00000179562(GCC1)	8207	12	82	0.127659574
7	134293043	-	protein_coding	ENSG00000205060(SLC35B4)	23888	34	5	0.871794872
7	134928842	+	protein_coding	ENSG00000122786(CALD1)	184591	50	2777	0.017686594
7	134970637	+	protein_coding	ENSG00000122786(CALD1)	226386	8	112	0.066666667
7	140041749	-	protein_coding	ENSG00000059378(PARP12)	21203	32	15	0.680851064
7	143379938	-	lncRNA	ENSG00000232533(FAM131B-AS2)	1099	11	122	0.082706767
7	149294511	+	protein_coding	ENSG00000204946(ZNF783)	32341	5	2	0.714285714
7	149723752	+	protein_coding	ENSG00000133619(KRBA1)	8972	5	19	0.208333333
7	149879459	+	protein_coding	ENSG00000171130(ATP6V0E2)	6492	42	204	0.170731707
7	149880292	+	protein_coding	ENSG00000171130(ATP6V0E2)	7325	30	137	0.179640719
7	151074485	+	protein_coding	ENSG00000164889(SLC4A2)	17276	30	916	0.031712474
7	151076072	+	protein_coding	ENSG00000164889(SLC4A2)	18863	95	761	0.110981308
7	151080395	-	protein_coding	ENSG00000164896(FASTK)	472	10	82	0.108695652
7	151238231	+	protein_coding	ENSG00000033100(CHPF2)	5749	5	52	0.087719298
7	151238232	+	protein_coding	ENSG00000033100(CHPF2)	5750	20	38	0.344827586
7	155003665	+	lncRNA	ENSG00000273344(PAXIP1-DT)	245	17	61	0.217948718
7	158829236	-	protein_coding	ENSG00000117868(ESYT2)	1018	88	236	0.271604938
8	1843369	+	protein_coding	ENSG00000104728(ARHGEF10)	19444	10	79	0.112359551
8	8327878	-	protein_coding	ENSG00000275342(PRAG1)	58562	7	65	0.097222222
8	19757317	-	protein_coding	ENSG00000147408(CSGALNACT1)	713	27	13	0.675
8	22165342	+	protein_coding	ENSG00000168487(BMP1)	203	6	98	0.057692308
8	22176146	+	protein_coding	ENSG00000168487(BMP1)	11007	8	97	0.076190476
8	22197326	+	protein_coding	ENSG00000168487(BMP1)	32187	33	215	0.133064516
8	22412171	+	protein_coding	ENSG00000104635(SLC39A14)	44894	7	164	0.040935673
8	22605329	+	protein_coding	ENSG00000158941(CCAR2)	573	6	60	0.090909091
8	23297659	-	protein_coding	ENSG00000134013(LOXL2)	127670	40	290	0.121212121
8	23333548	-	protein_coding	ENSG00000134013(LOXL2)	91781	13	537	0.023636364
8	23360204	-	protein_coding	ENSG00000134013(LOXL2)	65125	27	423	0.06
8	27597999	-	protein_coding	ENSG00000120885(CLU)	16702	23	1052	0.021395349
8	27598128	-	protein_coding	ENSG00000120885(CLU)	16573	347	2133	0.139919355
8	27599971	-	protein_coding	ENSG00000120885(CLU)	14730	151	19614	0.007639767
8	27634018	+	protein_coding	ENSG00000168077(SCARA3)	151	16	879	0.017877095
8	27672062	+	protein_coding	ENSG00000168077(SCARA3)	38195	14	679	0.02020202
8	27672126	+	protein_coding	ENSG00000168077(SCARA3)	38259	26	1494	0.017105263
8	28751495	+	protein_coding	ENSG00000012232(EXTL3)	151027	10	41	0.196078431
8	30727888	-	Other features	.	.	20	49	0.289855072
8	38060238	+	protein_coding	ENSG00000187840(EIF4EBP1)	29705	30	1186	0.024671053
8	38468295	-	protein_coding	ENSG00000077782(FGFR1)	540	7	61	0.102941176
8	38468317	-	protein_coding	ENSG00000077782(FGFR1)	518	7	33	0.175
8	47977666	+	protein_coding	ENSG00000104738(MCM4)	17482	20	1331	0.014803849
8	52445656	+	Other features	.	.	3	4	0.428571429
8	58504285	+	Other features	.	.	7	119	0.055555556
8	61517547	-	protein_coding	ENSG00000198363(ASPH)	197094	12	521	0.022514071
8	61714474	-	protein_coding	ENSG00000198363(ASPH)	167	22	1262	0.017133956
8	63038721	-	protein_coding	ENSG00000137563(GGH)	687	17	810	0.020556227
8	65841637	-	protein_coding	ENSG00000205268(PDE7A)	686	13	34	0.276595745
8	67058178	-	protein_coding	ENSG00000121022(COPS5)	25606	36	688	0.049723757
8	67343635	-	protein_coding	ENSG00000066777(ARFGEF1)	147	9	80	0.101123596
8	74315542	-	protein_coding	ENSG00000104369(JPH1)	5999	5	38	0.11627907
8	85177567	+	protein_coding	ENSG00000133740(E2F5)	414	11	62	0.150684932
8	90645995	-	protein_coding	ENSG00000180694(TMEM64)	145638	7	25	0.21875
8	97776042	+	protein_coding	ENSG00000104341(LAPTM4B)	986	28	3140	0.008838384
8	101368952	+	pseudogene	ENSG00000228224(NACA4P)	7159	3	4	0.428571429
8	118952899	-	Other features	.	.	4	0	1
8	118952901	-	Other features	.	.	4	0	1
8	124372193	-	protein_coding	ENSG00000164983(TMEM65)	509	27	144	0.157894737
8	129988270	-	protein_coding	ENSG00000153310(CYRIB)	29235	5	28	0.151515152
8	132013007	+	protein_coding	ENSG00000132294(EFR3A)	108915	17	147	0.103658537
8	140529760	-	protein_coding	ENSG00000123908(AGO2)	105874	5	50	0.090909091
8	142703341	+	protein_coding	ENSG00000160886(LY6K)	3231	56	493	0.102003643
8	143022304	+	protein_coding	ENSG00000160932(LY6E)	4323	16	523	0.029684601
8	143297052	+	protein_coding	ENSG00000185730(ZNF696)	7377	7	3	0.7
8	143334814	-	protein_coding	ENSG00000184428(TOP1MT)	25166	8	31	0.205128205
8	143566611	-	protein_coding	ENSG00000204839(MROH6)	6162	5	29	0.147058824
8	143576158	-	protein_coding	ENSG00000147813(NAPRT)	2492	19	736	0.025165563
8	143576773	-	protein_coding	ENSG00000147813(NAPRT)	1877	65	40	0.619047619
8	143593757	-	protein_coding	ENSG00000104529(EEF1D)	5785	5	52	0.087719298
8	143593758	-	protein_coding	ENSG00000104529(EEF1D)	5784	54	6	0.9
8	143594449	-	protein_coding	ENSG00000104529(EEF1D)	5093	25	10	0.714285714
8	143596123	-	protein_coding	ENSG00000104529(EEF1D)	3419	23	24	0.489361702
8	143604949	-	protein_coding	ENSG00000104524(PYCR3)	4825	7	81	0.079545455
8	143612729	-	protein_coding	ENSG00000104522(GFUS)	5320	10	166	0.056818182
8	143694878	+	protein_coding	ENSG00000181135(ZNF707)	10427	8	26	0.235294118
8	143792822	-	protein_coding	ENSG00000180900(SCRIB)	22952	58	296	0.163841808
